AL_Type;AR_No;CustID;Layanan;CreatedOn
New;AR/ACT/1909/32099;90000231;i-WINOutdoor;16/09/2019 09.36
New;AR/ACT/1909/31439;990000902;i-WINOutdoor;11/09/2019 14.54
New;AR/ACT/1909/32101;90000426;i-WINOutdoor;16/09/2019 09.43
New;AR/ACT/1909/32102;90000461;i-WINOutdoor;16/09/2019 09.44
New;AR/ACT/1909/32103;90000458;i-WINOutdoor;16/09/2019 09.46
New;AR/ACT/1909/33881;ICON-00;ComnetzInfra;30/09/2019 16.26
New;AR/ACT/1910/35714;90000464;ComnetzInfra;08/10/2019 09.39
New;AR/ACT/1909/33875;60000493;ComnetzInfra;30/09/2019 16.16
New;AR/ACT/1910/39186;90000446;ComnetzInfra;22/10/2019 14.07
New;AR/ACT/1910/38571;ICON-00;ComnetzInfra;18/10/2019 14.35
New;AR/ACT/1910/35710;ICON-00;ComnetzInfra;08/10/2019 09.34
New;AR/ACT/1909/33264;ICON-00;ComnetzInfra;26/09/2019 13.21
New;AR/ACT/1909/32942;ICON-00;ComnetzInfra;23/09/2019 16.25
New;AR/ACT/1909/32934;ICON-00;ComnetzInfra;23/09/2019 16.17
Upgrade;AR/UPG/1910/3264;170000221;InternetCorporate;24/10/2019 10.36
Upgrade;AR/UPG/1910/3263;170000221;InternetCorporate;24/10/2019 10.32
Upgrade;AR/UPG/1910/3262;170000221;InternetCorporate;24/10/2019 10.27
Upgrade;AR/UPG/1910/3261;170000221;InternetCorporate;24/10/2019 10.20
Upgrade;AR/UPG/1909/2786;990001059;InternetCorporate;02/09/2019 09.48
New;AR/ACT/1902/3662;90000181;InternetCorporate;02/02/2019 16.35
New;AR/ACT/1902/5511;50000796;InternetCorporate;20/02/2019 15.45
Relokasi;AR/RLK/1910/0921;140001238;InternetCorporate;18/10/2019 09.29
New;AR/ACT/1910/37808;110000179;Lain-lain;16/10/2019 09.01
New;AR/ACT/1910/37810;110000179;ComnetzInfra;16/10/2019 09.02
New;AR/ACT/1907/23470;160000255;InternetCorporate;25/07/2019 21.45
New;AR/ACT/1907/20357;90000463;InternetCorporate;09/07/2019 13.04
New;AR/ACT/1911/42806;80000260;Metronet;15/11/2019 09.29
New;AR/ACT/1910/39350;90000486;InternetCorporate;24/10/2019 14.31
New;AR/ACT/1909/30427;90000353;InternetBroadbandCorporate;02/09/2019 16.07
New;AR/ACT/1909/30900;80000260;Metronet;05/09/2019 10.10
New;AR/ACT/1909/32203;ICON-00;i-WINIndoor;16/09/2019 15.52
New;AR/ACT/1909/33133;990001395;InternetBroadbandCorporate;25/09/2019 10.36
New;AR/ACT/1910/37637;30000123;Metronet;15/10/2019 15.31
New;AR/ACT/1910/39086;50001101;InternetCorporate;22/10/2019 09.52
Downgrade;AR/CHT/1911/7252;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 08.06
Downgrade;AR/CHT/1911/7251;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.59
Downgrade;AR/CHT/1911/7250;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.58
Downgrade;AR/CHT/1911/7249;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.55
Downgrade;AR/CHT/1911/7248;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.55
Downgrade;AR/CHT/1911/7247;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.55
Downgrade;AR/CHT/1911/7246;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.53
Downgrade;AR/CHT/1911/7245;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.53
Downgrade;AR/CHT/1911/7244;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.52
Downgrade;AR/CHT/1911/7243;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.50
Downgrade;AR/CHT/1911/7241;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.49
Downgrade;AR/CHT/1911/7242;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 07.49
Downgrade;AR/CHT/1911/7240;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.15
Downgrade;AR/CHT/1911/7239;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.15
Downgrade;AR/CHT/1911/7238;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.15
Downgrade;AR/CHT/1911/7237;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.13
Downgrade;AR/CHT/1911/7236;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.12
Downgrade;AR/CHT/1911/7235;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.11
Downgrade;AR/CHT/1911/7234;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.11
Downgrade;AR/CHT/1911/7233;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.09
Downgrade;AR/CHT/1911/7232;180000053;ManageServicePrinterMultiFunctionA4;28/11/2019 06.08
Downgrade;AR/CHT/1911/7225;180000053;ManageServicePrinterMultiFunctionA4;27/11/2019 15.36
Downgrade;AR/CHT/1911/7224;180000053;ManageServicePrinterMultiFunctionA4;27/11/2019 15.27
Downgrade;AR/CHT/1911/7223;180000053;ManageServicePrinterMultiFunctionA4;27/11/2019 15.22
Downgrade;AR/CHT/1911/7222;180000053;ManageServicePrinterMultiFunctionA4;27/11/2019 15.16
Relokasi;AR/RLK/1909/0810;50000796;IPVPN;11/09/2019 10.54
Relokasi;AR/RLK/1909/0811;50000796;InternetCorporate;11/09/2019 11.22
Upgrade;AR/UPG/1910/3076;170000252;Metronet;03/10/2019 16.57
Upgrade;AR/UPG/1910/3185;30000235;IPVPN;16/10/2019 16.44
Upgrade on Demand;AR/UOD/1911/0145;140001250;InternetCorporate;20/11/2019 09.15
Upgrade;AR/UPG/1911/3403;60000917;InternetCorporate;18/11/2019 10.06
New;AR/ACT/1909/30422;180000053;ManageServiceNotebookPremium;02/09/2019 15.50
New;AR/ACT/1908/28467;180000053;ManageServiceNotebookBasic;20/08/2019 11.23
New;AR/ACT/1909/30421;180000053;ManageServiceNotebookPremium;02/09/2019 15.49
New;AR/ACT/1908/28465;180000053;ManageServiceNotebookBasic;20/08/2019 11.22
New;AR/ACT/1906/16596;180000053;ManageServiceNotebookBasic;10/06/2019 15.47
New;AR/ACT/1906/16595;180000053;ManageServiceNotebookBasic;10/06/2019 15.46
New;AR/ACT/1906/16594;180000053;ManageServiceNotebookBasic;10/06/2019 15.45
New;AR/ACT/1906/16593;180000053;ManageServiceNotebookBasic;10/06/2019 15.44
New;AR/ACT/1906/16592;180000053;ManageServiceNotebookBasic;10/06/2019 15.43
New;AR/ACT/1906/16591;180000053;ManageServiceNotebookBasic;10/06/2019 15.43
New;AR/ACT/1906/16590;180000053;ManageServiceNotebookBasic;10/06/2019 15.41
New;AR/ACT/1906/16589;180000053;ManageServiceNotebookBasic;10/06/2019 15.41
New;AR/ACT/1906/16588;180000053;ManageServiceNotebookBasic;10/06/2019 15.40
New;AR/ACT/1906/16587;180000053;ManageServiceNotebookBasic;10/06/2019 15.39
New;AR/ACT/1906/16586;180000053;ManageServiceNotebookBasic;10/06/2019 15.38
New;AR/ACT/1906/16585;180000053;ManageServiceNotebookBasic;10/06/2019 15.37
New;AR/ACT/1906/16584;180000053;ManageServiceNotebookBasic;10/06/2019 15.36
New;AR/ACT/1906/16583;180000053;ManageServiceNotebookBasic;10/06/2019 15.36
New;AR/ACT/1906/16582;180000053;ManageServiceNotebookBasic;10/06/2019 15.35
New;AR/ACT/1906/16650;180000053;ManageServiceNotebookBasic;10/06/2019 16.37
New;AR/ACT/1906/16581;180000053;ManageServiceNotebookBasic;10/06/2019 15.34
New;AR/ACT/1906/16580;180000053;ManageServiceNotebookBasic;10/06/2019 15.33
New;AR/ACT/1906/16579;180000053;ManageServiceNotebookBasic;10/06/2019 15.32
New;AR/ACT/1906/16578;180000053;ManageServiceNotebookBasic;10/06/2019 15.31
New;AR/ACT/1906/16577;180000053;ManageServiceNotebookBasic;10/06/2019 15.31
New;AR/ACT/1906/16649;180000053;ManageServiceNotebookBasic;10/06/2019 16.36
New;AR/ACT/1906/16647;180000053;ManageServiceNotebookBasic;10/06/2019 16.35
New;AR/ACT/1906/16575;180000053;ManageServiceNotebookBasic;10/06/2019 15.30
New;AR/ACT/1906/16642;180000053;ManageServiceNotebookBasic;10/06/2019 16.26
New;AR/ACT/1906/16641;180000053;ManageServiceNotebookBasic;10/06/2019 16.26
New;AR/ACT/1906/16566;180000053;ManageServiceNotebookBasic;10/06/2019 14.57
New;AR/ACT/1906/16565;180000053;ManageServiceNotebookBasic;10/06/2019 14.57
New;AR/ACT/1906/16564;180000053;ManageServiceNotebookBasic;10/06/2019 14.56
New;AR/ACT/1906/16563;180000053;ManageServiceNotebookBasic;10/06/2019 14.55
New;AR/ACT/1906/16640;180000053;ManageServiceNotebookBasic;10/06/2019 16.25
New;AR/ACT/1906/16562;180000053;ManageServiceNotebookBasic;10/06/2019 14.54
New;AR/ACT/1906/16561;180000053;ManageServiceNotebookBasic;10/06/2019 14.53
New;AR/ACT/1906/16560;180000053;ManageServiceNotebookBasic;10/06/2019 14.51
New;AR/ACT/1906/16639;180000053;ManageServiceNotebookBasic;10/06/2019 16.23
New;AR/ACT/1906/16559;180000053;ManageServiceNotebookBasic;10/06/2019 14.51
New;AR/ACT/1906/16558;180000053;ManageServiceNotebookBasic;10/06/2019 14.50
New;AR/ACT/1906/16557;180000053;ManageServiceNotebookBasic;10/06/2019 14.49
New;AR/ACT/1906/16638;180000053;ManageServiceNotebookBasic;10/06/2019 16.23
New;AR/ACT/1906/16637;180000053;ManageServiceNotebookBasic;10/06/2019 16.22
New;AR/ACT/1906/16636;180000053;ManageServiceNotebookBasic;10/06/2019 16.21
New;AR/ACT/1906/16635;180000053;ManageServiceNotebookBasic;10/06/2019 16.17
New;AR/ACT/1906/16634;180000053;ManageServiceNotebookBasic;10/06/2019 16.14
New;AR/ACT/1906/16633;180000053;ManageServiceNotebookBasic;10/06/2019 16.13
New;AR/ACT/1906/16632;180000053;ManageServiceNotebookBasic;10/06/2019 16.12
New;AR/ACT/1906/16631;180000053;ManageServiceNotebookBasic;10/06/2019 16.12
New;AR/ACT/1906/16630;180000053;ManageServiceNotebookBasic;10/06/2019 16.11
New;AR/ACT/1906/16625;180000053;ManageServiceNotebookBasic;10/06/2019 16.07
New;AR/ACT/1902/4137;180000053;Lain-lain;07/02/2019 16.12
New;AR/ACT/1906/16624;180000053;ManageServiceNotebookBasic;10/06/2019 16.06
New;AR/ACT/1906/16623;180000053;ManageServiceNotebookBasic;10/06/2019 16.06
New;AR/ACT/1906/16622;180000053;ManageServiceNotebookBasic;10/06/2019 16.05
New;AR/ACT/1906/16621;180000053;ManageServiceNotebookBasic;10/06/2019 16.04
New;AR/ACT/1906/16618;180000053;ManageServiceNotebookBasic;10/06/2019 16.03
New;AR/ACT/1906/16617;180000053;ManageServiceNotebookBasic;10/06/2019 16.02
New;AR/ACT/1906/16616;180000053;ManageServiceNotebookBasic;10/06/2019 16.01
New;AR/ACT/1906/16614;180000053;ManageServiceNotebookBasic;10/06/2019 15.57
New;AR/ACT/1906/16613;180000053;ManageServiceNotebookBasic;10/06/2019 15.57
Downgrade;AR/CHT/1911/7316;180000053;Lain-lain;29/11/2019 15.54
New;AR/ACT/1906/16657;180000053;Lain-lain;10/06/2019 16.45
New;AR/ACT/1902/4731;140000545;i-WINIndoor;14/02/2019 10.49
New;AR/ACT/1906/16656;180000053;ManageServicePrinterColorA4;10/06/2019 16.44
New;AR/ACT/1906/16655;180000053;ManageServicePrinterColorA4;10/06/2019 16.43
New;AR/ACT/1906/16654;180000053;ManageServicePrinterColorA4;10/06/2019 16.41
New;AR/ACT/1902/4732;140000545;i-WINIndoor;14/02/2019 10.50
New;AR/ACT/1906/16653;180000053;ManageServicePrinterColorA4;10/06/2019 16.39
New;AR/ACT/1902/4733;140000545;i-WINIndoor;14/02/2019 10.51
New;AR/ACT/1906/16651;180000053;Lain-lain;10/06/2019 16.38
New;AR/ACT/1902/4734;140000545;i-WINIndoor;14/02/2019 10.52
New;AR/ACT/1907/19021;180000053;LaptopExclusive13;01/07/2019 09.57
New;AR/ACT/1906/16555;180000053;ManageServiceNotebookBasic;10/06/2019 14.47
New;AR/ACT/1906/16553;180000053;ManageServiceNotebookBasic;10/06/2019 14.45
New;AR/ACT/1906/16552;180000053;ManageServiceNotebookBasic;10/06/2019 14.44
Upgrade;AR/CHT/1911/7342;180000053;Lain-lain;29/11/2019 23.28
Upgrade;AR/CHT/1911/7341;180000053;ManageServicePrinterColorA4;29/11/2019 23.19
Upgrade;AR/CHT/1911/7340;180000053;ManageServicePrinterColorA4;29/11/2019 23.13
Upgrade;AR/CHT/1911/7339;180000053;ManageServicePrinterColorA4;29/11/2019 23.09
Upgrade;AR/CHT/1911/7338;180000053;ManageServicePrinterColorA4;29/11/2019 23.05
Upgrade;AR/CHT/1911/7344;180000053;ManageServiceNotebookPremium;29/11/2019 23.42
Upgrade;AR/CHT/1911/7343;180000053;ManageServiceNotebookPremium;29/11/2019 23.38
Upgrade;AR/UPG/1911/3404;140000783;Metronet;18/11/2019 11.09
Upgrade;AR/UPG/1911/3381;140000783;Metronet;13/11/2019 15.41
Upgrade;AR/UPG/1911/3380;140000783;Metronet;13/11/2019 15.39
Upgrade;AR/UPG/1911/3379;140000783;Metronet;13/11/2019 15.38
Upgrade;AR/UPG/1911/3378;140000783;Metronet;13/11/2019 15.36
Upgrade;AR/UPG/1911/3376;140000783;Metronet;13/11/2019 15.34
Upgrade;AR/UPG/1911/3374;140000783;Metronet;13/11/2019 15.23
Upgrade;AR/UPG/1911/3373;140000783;Metronet;13/11/2019 15.21
Upgrade;AR/UPG/1911/3372;140000783;Metronet;13/11/2019 15.18
Upgrade;AR/UPG/1911/3371;140000783;Metronet;13/11/2019 15.14
Upgrade;AR/UPG/1911/3369;140000783;Metronet;13/11/2019 15.06
Upgrade;AR/UPG/1911/3368;140000783;Metronet;13/11/2019 15.05
Upgrade;AR/UPG/1911/3355;140000783;Metronet;11/11/2019 17.29
Upgrade;AR/UPG/1911/3354;140000783;Metronet;11/11/2019 17.07
Upgrade;AR/UPG/1911/3346;140000783;Metronet;08/11/2019 13.32
Upgrade;AR/UPG/1911/3345;140000783;Metronet;08/11/2019 13.10
Downgrade;AR/DOW/1911/0496;140000783;Metronet;13/11/2019 15.44
Downgrade;AR/DOW/1911/0495;140000783;Metronet;13/11/2019 15.42
Upgrade;AR/UPG/1904/1719;990001273;InternetCorporate;12/04/2019 10.37
New;AR/ACT/1909/32100;90000471;i-WINOutdoor;16/09/2019 09.41
Upgrade;AR/UPG/1910/3183;30000235;IPVPN;16/10/2019 15.42
New;AR/ACT/1903/8831;140000329;PenambahanIPv4Publik;14/03/2019 09.49
Upgrade;AR/CHT/1911/7346;180000053;Lain-lain;30/11/2019 18.15
Upgrade;AR/CHT/1911/7345;180000053;LaptopExclusive13;30/11/2019 18.11
Downgrade;AR/DOW/1911/0477;140001897;InternetCorporate;08/11/2019 10.05
Downgrade;AR/DOW/1911/0478;140001897;Metronet;08/11/2019 10.25
Downgrade;AR/DOW/1911/0479;140001897;Metronet;08/11/2019 10.37
Upgrade;AR/CHT/1912/7372;140000783;Metronet;03/12/2019 10.02
Upgrade;AR/CHT/1912/7371;140000783;Metronet;03/12/2019 10.00
Upgrade;AR/CHT/1912/7370;140000783;Metronet;03/12/2019 09.58
Upgrade;AR/CHT/1912/7369;140000783;Metronet;03/12/2019 09.58
Upgrade;AR/CHT/1912/7368;140000783;Metronet;03/12/2019 09.57
Upgrade;AR/CHT/1912/7367;140000783;Metronet;03/12/2019 09.57
Upgrade;AR/CHT/1912/7366;140000783;Metronet;03/12/2019 09.56
Upgrade;AR/CHT/1912/7365;140000783;Metronet;03/12/2019 09.55
Upgrade;AR/CHT/1912/7364;140000783;Metronet;03/12/2019 09.55
Upgrade;AR/CHT/1912/7363;140000783;Metronet;03/12/2019 09.55
Upgrade;AR/CHT/1912/7361;140000783;Metronet;03/12/2019 09.54
Upgrade;AR/CHT/1912/7360;140000783;Metronet;03/12/2019 09.53
Upgrade;AR/CHT/1912/7359;140000783;Metronet;03/12/2019 09.52
Upgrade;AR/CHT/1912/7362;140000783;Metronet;03/12/2019 09.54
Upgrade;AR/CHT/1912/7358;140000783;Metronet;03/12/2019 09.52
Upgrade;AR/CHT/1912/7357;140000783;Metronet;03/12/2019 09.50
Upgrade;AR/CHT/1912/7356;140000783;Metronet;03/12/2019 09.47
Upgrade;AR/CHT/1912/7355;140000783;Metronet;03/12/2019 09.44
New;AR/ACT/1906/16556;180000053;ManageServiceNotebookBasic;10/06/2019 14.48
New;AR/ACT/1906/16554;180000053;ManageServiceNotebookBasic;10/06/2019 14.46
New;AR/ACT/1906/16551;180000053;ManageServiceNotebookBasic;10/06/2019 14.43
New;AR/ACT/1906/16550;180000053;ManageServiceNotebookBasic;10/06/2019 14.42
New;AR/ACT/1906/16549;180000053;ManageServiceNotebookBasic;10/06/2019 14.41
New;AR/ACT/1906/16548;180000053;ManageServiceNotebookBasic;10/06/2019 14.41
New;AR/ACT/1906/16547;180000053;ManageServiceNotebookBasic;10/06/2019 14.40
Downgrade;AR/DOW/1911/0513;140001250;InternetCorporate;28/11/2019 23.21
New;AR/ACT/1909/31591;60001233;InternetCorporate;12/09/2019 14.22
Upgrade;AR/UPG/1911/3438;140000862;InternetCorporate;21/11/2019 10.20
Upgrade;AR/CHT/1912/7618;90000418;InternetCorporate;07/12/2019 13.59
Upgrade;AR/CHT/1912/7617;90000418;i-WINIndoor;07/12/2019 13.50
Upgrade;AR/CHT/1912/7616;90000418;i-WINIndoor;07/12/2019 13.43
Upgrade;AR/CHT/1912/7615;90000418;i-WINIndoor;07/12/2019 13.33
Upgrade;AR/CHT/1912/7614;90000418;i-WINIndoor;07/12/2019 13.25
Upgrade;AR/CHT/1912/7601;90000418;i-WINIndoor;06/12/2019 16.48
Upgrade;AR/CHT/1912/7600;90000418;i-WINIndoor;06/12/2019 16.41
Upgrade;AR/CHT/1912/7599;90000418;i-WINIndoor;06/12/2019 15.27
Upgrade;AR/UPG/1911/3467;140000424;InternetCorporate;25/11/2019 16.14
Upgrade;AR/UPG/1911/3446;140000424;InternetCorporate;25/11/2019 11.46
Upgrade;AR/UPG/1911/3447;140000424;InternetCorporate;25/11/2019 11.48
Upgrade;AR/UPG/1911/3448;140000424;InternetCorporate;25/11/2019 11.50
Upgrade;AR/UPG/1911/3449;140000424;InternetCorporate;25/11/2019 11.52
Upgrade;AR/UPG/1911/3450;140000424;InternetCorporate;25/11/2019 11.54
Upgrade;AR/UPG/1911/3451;140000424;InternetCorporate;25/11/2019 11.57
Upgrade;AR/UPG/1911/3452;140000424;InternetCorporate;25/11/2019 12.01
Upgrade;AR/UPG/1911/3453;140000424;InternetCorporate;25/11/2019 12.03
Upgrade;AR/UPG/1911/3457;140000424;InternetCorporate;25/11/2019 15.46
Upgrade;AR/UPG/1911/3459;140000424;InternetCorporate;25/11/2019 15.49
Upgrade;AR/UPG/1911/3460;140000424;InternetCorporate;25/11/2019 15.55
Upgrade;AR/UPG/1911/3461;140000424;InternetCorporate;25/11/2019 15.56
Upgrade;AR/UPG/1911/3462;140000424;InternetCorporate;25/11/2019 15.58
Upgrade;AR/UPG/1911/3463;140000424;InternetCorporate;25/11/2019 16.03
Upgrade;AR/UPG/1911/3464;140000424;InternetCorporate;25/11/2019 16.05
Upgrade;AR/UPG/1911/3465;140000424;InternetCorporate;25/11/2019 16.06
Upgrade;AR/UPG/1911/3466;140000424;InternetCorporate;25/11/2019 16.10
Upgrade;AR/UPG/1911/3477;90000422;InternetCorporate;28/11/2019 12.25
Downgrade;AR/CHT/1912/7630;90000418;InternetBroadbandCorporate;10/12/2019 10.08
Upgrade;AR/CHT/1912/7629;90000418;Silver;10/12/2019 10.02
Upgrade;AR/CHT/1912/7628;90000418;InternetCorporate;10/12/2019 09.57
New;AR/ACT/1911/42956;50002086;PenambahanIPv4Publik;18/11/2019 08.50
New;AR/ACT/1911/42955;50002086;InternetCorporate;18/11/2019 08.49
Downgrade;AR/CHT/1912/7632;50002086;InternetCorporate;10/12/2019 10.27
Upgrade;AR/CHT/1912/7631;50002086;PenambahanIPv4Publik;10/12/2019 10.23
New;AR/CHT/1912/7635;90000418;InternetCorporate;10/12/2019 14.43
Upgrade;AR/UPG/1911/3434;170000300;Metronet;20/11/2019 14.25
Upgrade;AR/CHT/1912/7645;60000917;InternetCorporate;11/12/2019 08.57
New;AR/CHT/1912/7669;140000424;InternetCorporate;12/12/2019 09.18
New;AR/ACT/1904/12568;180000053;ManageServiceNotebookBasic;26/04/2019 10.44
New;AR/ACT/1904/12569;180000053;ManageServiceNotebookBasic;26/04/2019 10.45
New;AR/ACT/1904/12572;180000053;ManageServiceNotebookBasic;26/04/2019 10.48
New;AR/ACT/1904/12573;180000053;ManageServiceNotebookBasic;26/04/2019 10.52
New;AR/ACT/1911/40005;90000490;ComnetzInfra;01/11/2019 14.07
New;ICON-00/ACT/1711/1218;40000348;IPVPN;#N/A
New;ICON-00/SBC/1711/0432;40000348;IPVPN;#N/A
New;ICON-00/ACT/1711/0333;40000348;IPVPN;#N/A
New;AR/CHT/1912/7703;50002086;InternetCorporate;13/12/2019 09.10
New;AR/ACT/1911/42731;20000852;Metronet;14/11/2019 08.48
New;AR/ACT/1911/42474;40000233;InternetCorporate;13/11/2019 11.22
New;AR/ACT/1911/42477;40000233;PenambahanIPv4Publik;13/11/2019 11.35
Downgrade;AR/CHT/1912/7705;40000233;InternetCorporate;13/12/2019 09.37
Upgrade;AR/CHT/1912/7706;40000233;PenambahanIPv4Publik;13/12/2019 09.41
New;AR/ACT/1911/40002;90000490;InternetCorporate;01/11/2019 14.05
New;AR/ACT/1911/40003;90000490;InternetBroadbandCorporate;01/11/2019 14.05
New;AR/ACT/1903/8899;80000114;Metronet;14/03/2019 16.15
New;AR/ACT/1904/11763;80000114;Metronet;16/04/2019 08.47
New;AR/ACT/1910/39184;190000161;InternetBroadbandCorporate;22/10/2019 13.37
New;AR/ACT/1911/40072;180000053;Lain-lain;04/11/2019 10.45
New;AR/ACT/1911/40073;180000053;ManageServicePrinterMultiFunctionA4;04/11/2019 10.46
New;AR/ACT/1907/20835;120000224;Lain-lain;12/07/2019 14.26
New;AR/ACT/1910/34053;20000616;Metronet;01/10/2019 17.00
Relokasi;AR/RLK/1911/1009;60001625;InternetCorporate;07/11/2019 15.01
New;AR/ACT/1911/44054;40000340;ComnetzInfra;26/11/2019 11.57
New;AR/ACT/1911/44056;40000340;Lain-lain;26/11/2019 11.59
New;AR/ACT/1911/44057;40000340;InternetBroadbandCorporate;26/11/2019 12.00
New;AR/ACT/1909/32792;180000070;NET-ACCESSBroadband;21/09/2019 09.52
New;AR/ACT/1912/44817;140001218;InternetCorporate;03/12/2019 15.34
New;AR/ACT/1907/23708;180000201;ManageServiceNotebookPremium;29/07/2019 13.40
New;AR/ACT/1909/31592;60001233;InternetCorporate;12/09/2019 14.25
New;AR/ACT/1908/29062;30000307;Metronet;22/08/2019 19.16
New;AR/ACT/1910/35658;50002083;IPVPN;08/10/2019 08.44
New;AR/ACT/1910/35659;50002083;InternetBroadbandCorporate;08/10/2019 08.44
New;AR/ACT/1910/35660;50002083;IPVPN;08/10/2019 08.44
New;AR/ACT/1907/23707;180000201;ManageServiceNotebookPremium;29/07/2019 13.39
New;AR/ACT/1907/23706;180000201;ManageServiceNotebookPremium;29/07/2019 13.38
New;AR/ACT/1907/23704;180000201;ManageServiceNotebookPremium;29/07/2019 13.36
New;AR/ACT/1907/23703;180000201;ManageServiceNotebookPremium;29/07/2019 13.35
New;AR/ACT/1907/23701;180000201;ManageServiceNotebookPremium;29/07/2019 13.33
New;AR/ACT/1907/23700;180000201;ManageServiceNotebookPremium;29/07/2019 13.32
New;AR/ACT/1907/23699;180000201;ManageServiceNotebookPremium;29/07/2019 13.31
New;AR/ACT/1907/23698;180000201;ManageServiceNotebookPremium;29/07/2019 13.29
New;AR/ACT/1907/23697;180000201;ManageServiceNotebookPremium;29/07/2019 13.28
New;AR/ACT/1907/23690;180000201;ManageServiceNotebookPremium;29/07/2019 12.47
New;AR/ACT/1907/23689;180000201;ManageServiceNotebookPremium;29/07/2019 12.45
New;AR/ACT/1907/23668;180000201;ManageServiceNotebookPremium;29/07/2019 11.01
New;AR/ACT/1907/23667;180000201;ManageServiceNotebookPremium;29/07/2019 10.58
New;AR/ACT/1907/23666;180000201;ManageServiceNotebookPremium;29/07/2019 10.57
New;AR/ACT/1907/23688;180000201;ManageServicePCBasic;29/07/2019 12.42
New;AR/ACT/1907/23664;180000201;ManageServicePCBasic;29/07/2019 10.34
New;AR/ACT/1907/23663;180000201;ManageServicePCBasic;29/07/2019 10.33
New;AR/ACT/1907/23662;180000201;ManageServicePCPremium;29/07/2019 10.32
New;AR/ACT/1907/23661;180000201;ManageServicePCPremium;29/07/2019 10.28
Downgrade;AR/CHT/1912/7834;180000201;ManageServicePCBasic;16/12/2019 10.15
Downgrade;AR/CHT/1912/7835;180000201;ManageServicePCBasic;16/12/2019 10.21
Downgrade;AR/CHT/1912/7837;180000201;ManageServicePCBasic;16/12/2019 10.25
Downgrade;AR/CHT/1912/7838;180000201;ManageServicePCPremium;16/12/2019 10.31
Downgrade;AR/CHT/1912/7840;180000201;ManageServicePCPremium;16/12/2019 10.36
Upgrade on Demand;AR/UOD/1911/0146;140001746;Metronet;27/11/2019 05.55
New;AR/ACT/1909/31387;90000378;i-WINOutdoor;10/09/2019 16.40
New;AR/ACT/1909/31390;90000374;i-WINOutdoor;10/09/2019 16.49
New;AR/ACT/1909/32096;90000353;i-WINOutdoor;16/09/2019 09.32
New;AR/ACT/1908/30036;ICON-00;i-VIPLiteHD;29/08/2019 09.46
New;AR/ACT/1908/30037;ICON-00;IPVPN;29/08/2019 09.48
New;AR/ACT/1910/38579;90000464;InternetBroadbandCorporate;18/10/2019 15.34
New;AR/ACT/1910/39917;90000486;ComnetzInfra;31/10/2019 10.06
New;AR/ACT/1911/40315;90000463;ComnetzInfra;05/11/2019 15.17
New;AR/ACT/1910/39671;20000943;ClearChannel;29/10/2019 10.01
New;AR/ACT/1910/35661;50002083;IPVPN;08/10/2019 08.45
New;AR/ACT/1910/35662;50002083;IPVPN;08/10/2019 08.45
New;AR/ACT/1910/35663;50002083;IPVPN;08/10/2019 08.45
New;AR/ACT/1910/35664;50002083;IPVPN;08/10/2019 08.45
New;AR/ACT/1910/35681;50002083;IPVPN;08/10/2019 08.58
New;AR/ACT/1910/35682;50002083;IPVPN;08/10/2019 08.58
New;AR/ACT/1910/35683;50002083;IPVPN;08/10/2019 08.59
New;AR/ACT/1910/35684;50002083;InternetBroadbandCorporate;08/10/2019 08.59
New;AR/ACT/1910/35686;50002083;IPVPN;08/10/2019 09.03
New;AR/ACT/1910/35687;50002083;InternetBroadbandCorporate;08/10/2019 09.03
New;AR/ACT/1911/40452;80000114;Metronet;06/11/2019 17.27
New;AR/CHT/1912/8105;50002083;IPVPN;26/12/2019 14.50
